Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Holiday/Promotion,Competitor Pricing,Seasonality,Retail Rent Index
6/1/2018,W005,PTO760,Toys & Games,East,1338,183,286,338.32,12.3,0,0,10.53,Winter,128.4995
6/1/2018,W005,PSE168,Seasonal Products,Central,1929,173,287,499.49,36,10,1,34.32,Autumn,128.0915
7/1/2018,W001,PHO263,Household Essentials,East,906,577,464,597.8,36.59,10,0,31.71,Spring,126.2121
7/1/2018,W001,PHO886,Homeware,Central,1229,804,622,624.1,37.02,10,0,33.02,Autumn,128.3214
7/1/2018,W001,PDI241,DIY & Decorating,East,703,512,291,425.84,32.85,20,1,31.6,Autumn,128.104
7/1/2018,W001,PGA396,Gardening,Central,800,601,404,682.73,7.31,10,0,7.38,Winter,128.7337
7/1/2018,W001,PPE275,Pet Supplies,Central,754,577,323,469.55,36.16,0,0,33.13,Spring,130.8409
7/1/2018,W001,PHE489,Health & Beauty,Central,532,334,300,255.45,44.06,10,0,39.6,Winter,126.415
7/1/2018,W001,PST264,Stationery & Office Supplies,Central,667,429,374,464.09,14.05,10,0,13.2,Winter,127.6401
7/1/2018,W001,PTO810,Toys & Games,South,1572,186,377,384.5,40.7,0,0,37.08,Spring,128.4396
7/1/2018,W001,PSE710,Seasonal Products,West,1989,289,392,500.4,8.43,10,0,8.22,Winter,128.1859
7/1/2018,W002,PHO487,Household Essentials,South,1018,700,491,846.93,42.58,20,0,43.71,Autumn,131.4914
7/1/2018,W002,PHO932,Homeware,West,1004,584,596,454.08,47.56,0,0,41.94,Autumn,128.3473
7/1/2018,W002,PDI533,DIY & Decorating,East,756,557,318,550.4,47.55,0,0,42.99,Summer,127.8316
7/1/2018,W002,PGA467,Gardening,West,712,363,388,340.07,31.96,0,0,32.77,Winter,126.9004
7/1/2018,W002,PPE959,Pet Supplies,West,883,482,421,423.46,29.71,20,0,29.63,Autumn,131.0273
7/1/2018,W002,PHE938,Health & Beauty,North,613,430,364,403.37,15.34,0,0,15.71,Summer,128.1953
7/1/2018,W002,PST587,Stationery & Office Supplies,East,803,464,449,417.82,13.1,0,1,12.15,Spring,128.6929
7/1/2018,W002,PTO913,Toys & Games,South,1932,229,252,288,13.34,10,1,13.54,Winter,126.6756
7/1/2018,W002,PSE401,Seasonal Products,West,1310,271,338,301.34,28.9,10,0,26.04,Winter,130.506
7/1/2018,W003,PHO457,Household Essentials,East,1201,801,535,653.74,18.55,10,0,18.94,Winter,131.1933
7/1/2018,W003,PHO958,Homeware,South,1235,915,526,984.63,6.45,10,0,5.61,Summer,130.661
7/1/2018,W003,PDI208,DIY & Decorating,East,775,593,348,472.62,18.57,0,0,17.58,Winter,125.0594
7/1/2018,W003,PGA554,Gardening,South,656,484,387,398.92,35.65,0,0,36.76,Summer,129.372
7/1/2018,W003,PPE153,Pet Supplies,South,821,503,444,577.34,14.42,20,0,13.42,Spring,124.0928
7/1/2018,W003,PHE357,Health & Beauty,West,440,285,262,287.31,40.58,20,0,37.43,Summer,130.0833
7/1/2018,W003,PST765,Stationery & Office Supplies,West,418,237,241,199.02,44.55,0,0,45.02,Autumn,129.0408
7/1/2018,W003,PTO284,Toys & Games,South,1255,213,270,255.04,19.31,0,0,17.31,Spring,125.4386
7/1/2018,W003,PSE343,Seasonal Products,North,1650,252,256,391.84,11.89,10,1,11.2,Spring,128.5565
7/1/2018,W004,PHO943,Household Essentials,Central,1025,569,578,649.52,48.76,10,1,42.36,Spring,132.8833
7/1/2018,W004,PHO843,Homeware,North,1211,817,616,855.54,16.35,0,0,16.39,Spring,133.1363
7/1/2018,W004,PDI914,DIY & Decorating,West,857,599,394,487.3,41.31,0,0,40.43,Autumn,126.0334
7/1/2018,W004,PGA251,Gardening,West,783,521,333,566.84,42.99,0,0,41.46,Summer,127.0766
7/1/2018,W004,PPE567,Pet Supplies,West,787,545,359,536.29,28.82,20,1,29.2,Autumn,127.7488
7/1/2018,W004,PHE578,Health & Beauty,Central,495,394,231,434.67,48.16,10,1,48.83,Winter,129.9549
7/1/2018,W004,PST578,Stationery & Office Supplies,North,408,306,170,297.5,49.76,0,1,51.73,Winter,129.9957
7/1/2018,W004,PTO320,Toys & Games,East,1471,131,356,743.47,45.74,10,1,40.62,Winter,127.1075
7/1/2018,W004,PSE602,Seasonal Products,West,1588,109,264,302.62,38.34,0,1,34.27,Autumn,130.3747
7/1/2018,W005,PHO849,Household Essentials,East,1020,695,545,805.89,27.85,0,1,24.3,Summer,130.2732
7/1/2018,W005,PHO841,Homeware,Central,1039,620,432,473.45,9.95,0,0,8.47,Spring,127.6583
7/1/2018,W005,PDI817,DIY & Decorating,North,706,355,335,380.7,33.65,20,0,28.97,Spring,124.9928
7/1/2018,W005,PGA290,Gardening,North,682,414,403,470.54,23.51,0,1,20.54,Spring,128.5217
7/1/2018,W005,PPE987,Pet Supplies,North,485,298,207,233.14,12.74,20,0,13.05,Autumn,131.5729
7/1/2018,W005,PHE187,Health & Beauty,South,423,304,212,312.31,31.38,0,1,29.6,Autumn,127.1
7/1/2018,W005,PST200,Stationery & Office Supplies,East,601,353,353,366.2,20.9,0,1,19.52,Spring,126.7484
7/1/2018,W005,PTO171,Toys & Games,West,1204,259,277,500.85,45.86,20,0,39.76,Winter,126.1214
7/1/2018,W005,PSE153,Seasonal Products,South,1989,111,230,367.07,40.77,10,0,42.75,Spring,127.5246
8/1/2018,W001,PHO927,Household Essentials,West,1139,825,471,795.47,49.45,10,0,46.52,Summer,131.6508
8/1/2018,W001,PHO750,Homeware,West,1208,604,617,592.55,46.2,0,1,45.93,Autumn,131.7761
8/1/2018,W001,PDI382,DIY & Decorating,East,613,436,328,488.69,29.39,20,0,25.89,Spring,127.8372
8/1/2018,W001,PGA516,Gardening,South,437,314,195,303.45,33.81,0,0,35.42,Summer,127.2842
8/1/2018,W001,PPE661,Pet Supplies,South,872,594,355,539.59,26.27,10,1,22.72,Winter,131.4083
8/1/2018,W001,PHE178,Health & Beauty,East,535,311,246,330.06,38.37,10,0,36.9,Summer,124.3132
8/1/2018,W001,PST740,Stationery & Office Supplies,West,693,483,398,512.81,41.28,20,1,42.74,Summer,127.8198
8/1/2018,W001,PTO509,Toys & Games,Central,1427,230,408,498.1,6.52,0,1,5.92,Spring,128.7704
8/1/2018,W001,PSE174,Seasonal Products,Central,1547,157,355,308.35,18.93,20,0,18.24,Spring,130.5559
8/1/2018,W002,PHO879,Household Essentials,East,1114,837,461,825.17,16.75,10,1,17.37,Autumn,127.3852
8/1/2018,W002,PHO552,Homeware,North,1010,654,532,505.28,11.39,0,0,11.02,Winter,129.4941
8/1/2018,W002,PDI562,DIY & Decorating,Central,430,257,250,197.9,36.1,0,0,33.51,Winter,128.5119
8/1/2018,W002,PGA340,Gardening,South,841,539,412,547.29,7.94,10,0,8.19,Summer,127.2128
8/1/2018,W002,PPE138,Pet Supplies,West,548,369,269,457.12,43.26,0,0,42.8,Winter,126.9234
8/1/2018,W002,PHE231,Health & Beauty,East,406,228,227,190.66,45.54,0,0,44.56,Spring,126.7926
8/1/2018,W002,PST597,Stationery & Office Supplies,Central,736,521,369,477.51,15.57,0,1,13.61,Spring,126.0294
8/1/2018,W002,PTO434,Toys & Games,West,1361,193,277,287.19,31.96,10,0,31.02,Spring,132.5782
8/1/2018,W002,PSE924,Seasonal Products,North,1657,130,506,786.36,31.27,0,0,29.02,Winter,125.9562
8/1/2018,W003,PHO429,Household Essentials,East,964,486,523,461.6,6.02,20,0,5.56,Spring,127.7304
8/1/2018,W003,PHO448,Homeware,East,998,597,565,703.34,21.87,0,0,20.48,Spring,125.4112
8/1/2018,W003,PDI838,DIY & Decorating,South,853,525,484,433.22,18.77,0,0,16.93,Winter,130.0846
8/1/2018,W003,PGA497,Gardening,South,770,427,341,381.11,10.61,10,0,10.55,Spring,131.1789
8/1/2018,W003,PPE742,Pet Supplies,Central,488,364,268,399.73,46.8,0,0,43.47,Winter,130.0079
8/1/2018,W003,PHE946,Health & Beauty,West,495,306,217,360.53,7.86,0,0,8.1,Winter,131.6442
8/1/2018,W003,PST846,Stationery & Office Supplies,North,694,438,370,469.92,16.97,20,0,17.63,Autumn,126.377
8/1/2018,W003,PTO953,Toys & Games,East,1322,290,176,290.33,14.59,0,0,14.59,Autumn,126.951
8/1/2018,W003,PSE355,Seasonal Products,North,1932,176,226,254.47,10.2,0,1,10.53,Autumn,125.5386
8/1/2018,W004,PHO347,Household Essentials,East,1015,539,476,519.26,26.56,0,1,26.5,Summer,126.1857
8/1/2018,W004,PHO835,Homeware,South,1027,820,487,653.57,29.24,10,0,30.03,Spring,125.7786
8/1/2018,W004,PDI428,DIY & Decorating,West,463,320,212,328.91,45.47,20,0,41.33,Autumn,125.3142
8/1/2018,W004,PGA836,Gardening,West,665,500,364,596.14,31.52,0,1,29.54,Summer,128.0508
8/1/2018,W004,PPE388,Pet Supplies,North,491,373,293,388.68,12,20,0,12.05,Winter,128.3656
8/1/2018,W004,PHE640,Health & Beauty,West,447,238,263,290.7,19.24,0,0,18.74,Winter,125.7198
8/1/2018,W004,PST858,Stationery & Office Supplies,Central,568,350,297,270.54,44.81,0,1,38.7,Spring,130.8664
8/1/2018,W004,PTO155,Toys & Games,West,1878,208,386,431.42,24.65,0,0,24.35,Spring,125.7431
8/1/2018,W004,PSE804,Seasonal Products,West,1257,289,396,315.26,33.14,10,0,30.78,Autumn,128.1403
8/1/2018,W005,PHO913,Household Essentials,West,954,506,494,485.76,39.28,10,1,37.54,Winter,131.7131
8/1/2018,W005,PHO215,Homeware,South,966,523,444,640.74,29.89,10,1,30.96,Summer,125.7262
8/1/2018,W005,PDI629,DIY & Decorating,South,845,579,435,699.12,12.94,0,1,12.59,Autumn,132.4924
8/1/2018,W005,PGA159,Gardening,South,563,364,304,341.91,32.66,0,0,31.48,Autumn,127.1227
8/1/2018,W005,PPE217,Pet Supplies,North,535,387,304,445.96,22.53,10,0,22.35,Summer,126.0865
8/1/2018,W005,PHE871,Health & Beauty,South,448,262,232,308.64,8.25,0,1,7.17,Spring,130.8764
8/1/2018,W005,PST586,Stationery & Office Supplies,East,615,377,306,288.45,31.69,10,0,29.2,Autumn,129.956
8/1/2018,W005,PTO362,Toys & Games,East,1543,298,437,410.02,16.76,20,0,16.09,Autumn,127.8524
8/1/2018,W005,PSE985,Seasonal Products,North,1789,292,208,287.38,9.04,0,1,7.77,Spring,128.0898
9/1/2018,W001,PHO533,Household Essentials,East,958,726,470,733.71,26.91,0,0,24.97,Autumn,130.4756
9/1/2018,W001,PHO277,Homeware,North,1259,951,515,812.74,14.14,0,0,14.36,Spring,129.4307
9/1/2018,W001,PDI826,DIY & Decorating,Central,672,370,283,403.39,29.96,0,0,28.8,Spring,127.0461
9/1/2018,W001,PGA690,Gardening,Central,889,562,376,449.99,6.16,10,0,6.19,Winter,127.6596
9/1/2018,W001,PPE930,Pet Supplies,West,529,394,290,406.02,10.22,0,1,10.71,Winter,132.6873
9/1/2018,W001,PHE248,Health & Beauty,East,460,264,222,272.67,5.2,10,0,4.7,Summer,131.2205
9/1/2018,W001,PST335,Stationery & Office Supplies,East,863,471,460,430.03,6.63,10,0,5.8,Summer,127.7093
9/1/2018,W001,PTO892,Toys & Games,South,1404,271,380,322.09,25.91,10,0,25.44,Summer,130.2802
9/1/2018,W001,PSE125,Seasonal Products,North,1349,201,218,294.69,11.7,20,0,11.28,Winter,126.7169
9/1/2018,W002,PHO990,Household Essentials,South,1298,907,659,1018.68,6.61,0,0,6.88,Autumn,133.2959
9/1/2018,W002,PHO841,Homeware,North,1274,664,599,682.9,44.31,0,1,44.59,Spring,128.9213
9/1/2018,W002,PDI711,DIY & Decorating,North,672,457,403,458.6,35.29,20,1,30.49,Winter,132.3415
9/1/2018,W002,PGA927,Gardening,North,707,463,301,456.48,29.22,0,0,28.49,Autumn,128.5375
9/1/2018,W002,PPE920,Pet Supplies,South,439,265,206,296.58,28.88,20,0,27.02,Summer,127.1712
9/1/2018,W002,PHE670,Health & Beauty,North,786,473,392,481.53,46.29,20,1,48.44,Winter,125.1195
9/1/2018,W002,PST656,Stationery & Office Supplies,East,475,339,247,356.05,10.59,20,1,10.31,Spring,125.1109
9/1/2018,W002,PTO511,Toys & Games,South,1336,200,249,290.91,23.36,0,1,23.82,Spring,127.9634
9/1/2018,W002,PSE112,Seasonal Products,North,1755,219,331,335.74,7.85,0,0,8.07,Winter,126.9846
9/1/2018,W003,PHO859,Household Essentials,West,1079,846,594,741.86,10.43,0,0,10.05,Summer,127.278
9/1/2018,W003,PHO715,Homeware,Central,1096,734,455,792.09,35.23,10,0,31.14,Spring,132.3592
9/1/2018,W003,PDI445,DIY & Decorating,West,571,353,234,391.47,29.28,0,0,30.24,Winter,126.7356
9/1/2018,W003,PGA425,Gardening,South,406,304,183,251.69,37.96,20,0,38.18,Winter,131.1578
9/1/2018,W003,PPE397,Pet Supplies,North,749,591,355,455.92,31.52,0,0,29.02,Spring,130.3585
9/1/2018,W003,PHE567,Health & Beauty,South,894,483,439,594.41,33.51,10,0,32.8,Autumn,126.6227
9/1/2018,W003,PST635,Stationery & Office Supplies,Central,481,294,250,320.91,36.7,0,0,34.67,Autumn,127.0407
9/1/2018,W003,PTO825,Toys & Games,East,1338,202,282,374.91,12.1,0,0,12.02,Summer,129.1011
9/1/2018,W003,PSE308,Seasonal Products,West,1287,242,439,496.89,28.37,10,0,28.62,Summer,130.0101
9/1/2018,W004,PHO618,Household Essentials,North,1033,543,603,645.22,48.56,20,1,47.53,Autumn,128.6544
9/1/2018,W004,PHO627,Homeware,Central,1260,707,513,581.5,46.09,10,1,41.22,Autumn,129.0162
9/1/2018,W004,PDI791,DIY & Decorating,Central,888,688,356,534.4,27.16,0,0,24.88,Autumn,126.6843
9/1/2018,W004,PGA360,Gardening,West,889,653,454,505.87,28.26,0,0,25.17,Spring,124.4376
9/1/2018,W004,PPE281,Pet Supplies,North,865,603,472,598.8,40.16,0,0,41.91,Winter,130.7299
9/1/2018,W004,PHE121,Health & Beauty,West,820,606,350,666.34,36.9,10,1,38.72,Winter,131.796
9/1/2018,W004,PST499,Stationery & Office Supplies,West,567,432,332,410.4,18.76,20,0,16.99,Summer,124.8146
9/1/2018,W004,PTO779,Toys & Games,West,1744,186,272,397.97,46.08,0,1,39.61,Summer,129.9873
9/1/2018,W004,PSE242,Seasonal Products,South,1380,136,289,333.98,9.8,0,1,10.17,Summer,127.9688
9/1/2018,W005,PHO789,Household Essentials,North,1267,897,734,979.08,39.25,20,0,35.06,Autumn,128.2721
9/1/2018,W005,PHO741,Homeware,West,1064,547,506,613.71,44.08,20,0,42.23,Summer,123.5515
9/1/2018,W005,PDI202,DIY & Decorating,Central,616,372,325,319.48,49,10,0,42.4,Summer,128.0902
9/1/2018,W005,PGA822,Gardening,East,773,554,364,447.92,37.33,0,0,36.4,Autumn,132.5501
9/1/2018,W005,PPE493,Pet Supplies,West,548,389,309,356.06,30.05,0,1,27.31,Spring,131.1828
9/1/2018,W005,PHE526,Health & Beauty,South,409,260,189,274.58,7.86,0,0,7.95,Winter,126.5942
9/1/2018,W005,PST253,Stationery & Office Supplies,North,861,433,450,343.91,43.03,10,0,37.49,Spring,127.8645
9/1/2018,W005,PTO252,Toys & Games,Central,1781,139,254,377.85,18.07,10,0,16.77,Spring,128.1286
9/1/2018,W005,PSE517,Seasonal Products,East,1774,252,321,439.65,33.32,10,0,28.94,Summer,127.4943
1/1/2019,W001,PHO343,Household Essentials,Central,1195,812,617,855.67,14.52,20,1,13.32,Spring,130.0587
1/1/2019,W001,PHO916,Homeware,West,1178,724,664,710.75,11.37,10,1,10.29,Summer,134.8042
1/1/2019,W001,PDI929,DIY & Decorating,South,860,682,393,651.04,8.48,0,0,7.4,Autumn,131.996
1/1/2019,W001,PGA560,Gardening,South,852,602,349,620.48,16.47,10,1,14.79,Autumn,130.5235
1/1/2019,W001,PPE585,Pet Supplies,East,801,409,443,502.13,18.81,0,0,16.96,Autumn,133.0481
1/1/2019,W001,PHE794,Health & Beauty,South,451,275,201,290.47,19.54,10,0,17.99,Winter,137.847
1/1/2019,W001,PST230,Stationery & Office Supplies,South,405,218,227,234.4,40.62,0,0,42.25,Spring,132.883
1/1/2019,W001,PTO984,Toys & Games,South,1779,130,339,426.83,36.07,10,0,31.27,Winter,129.7118
1/1/2019,W001,PSE171,Seasonal Products,West,1500,276,190,264.53,27.39,0,1,27.65,Summer,128.2358
1/1/2019,W002,PHO844,Household Essentials,West,1241,971,652,853.31,33.63,10,0,34.5,Summer,136.0763
1/1/2019,W002,PHO349,Homeware,West,1276,794,750,980.91,25.19,0,0,26.29,Spring,133.2275
1/1/2019,W002,PDI756,DIY & Decorating,East,649,428,303,417.52,44.13,0,0,39.37,Autumn,128.4906
1/1/2019,W002,PGA758,Gardening,East,468,312,223,377.47,23.85,20,0,23.2,Spring,134.0009
1/1/2019,W002,PPE269,Pet Supplies,West,546,355,233,334.26,17.38,10,0,17.37,Spring,135.1821
1/1/2019,W002,PHE463,Health & Beauty,West,691,406,286,452.87,26,0,0,24.8,Autumn,132.6559
1/1/2019,W002,PST775,Stationery & Office Supplies,North,764,480,446,523.25,27.06,10,0,26.36,Spring,133.5786
1/1/2019,W002,PTO486,Toys & Games,East,1809,261,418,351.63,6.96,10,0,7.02,Summer,136.5579
1/1/2019,W002,PSE385,Seasonal Products,East,1447,267,349,415.85,14.35,0,1,13.41,Winter,130.1341
1/1/2019,W003,PHO558,Household Essentials,North,1223,717,714,584.04,47.89,10,0,50.23,Autumn,133.475
1/1/2019,W003,PHO292,Homeware,East,1153,635,471,538.63,24.71,0,0,23.45,Winter,133.0202
1/1/2019,W003,PDI826,DIY & Decorating,East,568,305,331,255.58,38.55,0,1,35.13,Winter,136.3641
1/1/2019,W003,PGA437,Gardening,Central,437,332,238,367.31,17.1,0,0,17.24,Winter,129.2827
1/1/2019,W003,PPE528,Pet Supplies,West,581,369,316,454.01,8.54,0,0,7.74,Autumn,131.2425
1/1/2019,W003,PHE864,Health & Beauty,South,432,286,195,349.87,30.98,0,1,32.42,Summer,131.826
1/1/2019,W003,PST194,Stationery & Office Supplies,East,561,426,313,383.17,18.15,0,0,15.62,Autumn,134.4496
1/1/2019,W003,PTO136,Toys & Games,Central,1544,109,422,529.54,19.73,0,1,18.15,Spring,137.5149
1/1/2019,W003,PSE389,Seasonal Products,North,1530,253,405,449.31,33.4,20,0,31.11,Spring,130.6592
1/1/2019,W004,PHO260,Household Essentials,South,1094,857,463,654.77,9.94,0,1,10.27,Spring,128.8531
1/1/2019,W004,PHO106,Homeware,Central,1145,635,510,596.03,34.58,20,0,32.64,Spring,132.0971
1/1/2019,W004,PDI845,DIY & Decorating,North,892,558,529,542.46,49.16,0,1,50.81,Autumn,135.7968
1/1/2019,W004,PGA945,Gardening,Central,817,456,406,413.21,12.39,10,1,12.04,Spring,131.7465
1/1/2019,W004,PPE788,Pet Supplies,West,753,427,415,346.1,11.74,0,1,10.95,Summer,133.3136
1/1/2019,W004,PHE641,Health & Beauty,North,565,321,285,359.21,40.73,10,1,38.85,Autumn,130.2696
1/1/2019,W004,PST307,Stationery & Office Supplies,Central,865,560,503,632.74,5.08,0,0,4.78,Spring,134.4679
1/1/2019,W004,PTO553,Toys & Games,West,1543,130,238,246.55,32.68,0,0,29.49,Winter,134.082
1/1/2019,W004,PSE315,Seasonal Products,West,1207,149,297,296.33,6.96,10,0,7.03,Winter,136.5935
1/1/2019,W005,PHO691,Household Essentials,Central,1226,763,592,628.84,19.97,10,0,19.02,Winter,129.1377
1/1/2019,W005,PHO191,Homeware,North,981,552,421,419.01,15.41,0,0,14.13,Spring,131.9027
1/1/2019,W005,PDI571,DIY & Decorating,Central,678,343,341,301.2,16.8,0,0,17.23,Summer,132.6383
1/1/2019,W005,PGA140,Gardening,West,538,403,244,371.5,22.3,0,0,20.65,Autumn,134.0107
1/1/2019,W005,PPE831,Pet Supplies,North,567,337,314,394.35,5.4,0,0,4.6,Summer,136.0376
1/1/2019,W005,PHE289,Health & Beauty,Central,594,438,300,445.49,48.07,0,1,45.53,Winter,131.2339
1/1/2019,W005,PST866,Stationery & Office Supplies,West,445,293,248,361.96,48.51,0,1,48.89,Spring,128.0262
1/1/2019,W005,PTO897,Toys & Games,East,1746,236,192,265.1,10.68,0,0,10.66,Spring,129.4809
1/1/2019,W005,PSE382,Seasonal Products,North,1992,220,339,337.01,20.39,10,1,20.33,Autumn,136.7228
2/1/2019,W001,PHO204,Household Essentials,West,1244,732,614,828.2,49.88,10,0,44.25,Winter,137.7569
2/1/2019,W001,PHO679,Homeware,Central,940,668,493,593.25,15.23,10,0,13.71,Winter,133.2858
2/1/2019,W001,PDI700,DIY & Decorating,South,419,225,234,272.19,30.17,0,1,31.47,Autumn,132.2473
2/1/2019,W001,PGA244,Gardening,North,476,350,243,388.76,7.25,10,0,6.46,Summer,133.5382
2/1/2019,W001,PPE410,Pet Supplies,South,811,455,474,345.79,29.98,0,1,27.72,Summer,132.5171
2/1/2019,W001,PHE497,Health & Beauty,South,424,338,239,318.82,35.82,10,0,35.58,Summer,133.7622
2/1/2019,W001,PST977,Stationery & Office Supplies,West,505,290,278,311.59,33.79,0,0,34.76,Spring,132.4945
2/1/2019,W001,PTO609,Toys & Games,North,1445,108,282,390.9,45.75,10,0,45.21,Summer,132.6568
2/1/2019,W001,PSE276,Seasonal Products,West,1808,195,378,360.05,30.35,0,0,29.91,Autumn,136.5782
2/1/2019,W002,PHO360,Household Essentials,South,1273,640,628,650.66,48.76,10,1,48.64,Winter,137.3824
2/1/2019,W002,PHO854,Homeware,East,1016,548,470,538.03,20.39,10,0,21.26,Summer,133.8272
2/1/2019,W002,PDI996,DIY & Decorating,South,743,429,444,461.63,8.07,20,0,7.61,Summer,131.6274
2/1/2019,W002,PGA658,Gardening,East,691,430,399,456.04,20.02,0,0,18.99,Spring,131.0883
2/1/2019,W002,PPE409,Pet Supplies,East,757,472,424,526.16,26.23,10,0,23.34,Spring,130.1529
2/1/2019,W002,PHE678,Health & Beauty,North,425,252,194,287.36,27.05,20,0,28.14,Spring,130.768
2/1/2019,W002,PST186,Stationery & Office Supplies,South,719,366,390,322.67,13.56,0,1,12.55,Autumn,135.7017
2/1/2019,W002,PTO310,Toys & Games,North,1925,117,359,347.02,22.45,10,0,19.43,Autumn,131.8625
2/1/2019,W002,PSE452,Seasonal Products,Central,1992,134,231,267.36,27.46,0,0,27.5,Winter,131.1212
2/1/2019,W003,PHO298,Household Essentials,North,1070,779,526,615.89,33.53,0,1,31.65,Autumn,132.1311
2/1/2019,W003,PHO882,Homeware,East,945,605,462,659.13,43.26,0,1,41.03,Spring,134.345
2/1/2019,W003,PDI391,DIY & Decorating,West,562,284,265,312.6,49.01,10,0,50.8,Winter,136.5878
2/1/2019,W003,PGA857,Gardening,West,452,319,181,300.06,30.56,20,1,31.48,Summer,131.5017
2/1/2019,W003,PPE879,Pet Supplies,East,832,603,477,468.45,47.1,10,0,40.68,Summer,128.3571
2/1/2019,W003,PHE101,Health & Beauty,South,521,290,238,292.16,19.83,0,0,16.87,Autumn,131.6798
2/1/2019,W003,PST853,Stationery & Office Supplies,South,683,341,373,408.84,19.75,0,0,20.65,Autumn,132.5042
2/1/2019,W003,PTO813,Toys & Games,West,1898,293,383,398.32,11.1,0,1,9.71,Winter,133.3294
2/1/2019,W003,PSE397,Seasonal Products,West,1337,105,499,412.14,16.08,10,1,14.2,Winter,132.5835
2/1/2019,W004,PHO996,Household Essentials,North,1286,837,671,741,13.24,20,0,13.48,Spring,129.557
2/1/2019,W004,PHO195,Homeware,East,989,658,477,575.74,34.89,0,0,35.17,Winter,129.5931
2/1/2019,W004,PDI133,DIY & Decorating,Central,804,426,470,520.8,27.08,20,1,26.14,Winter,131.0621
2/1/2019,W004,PGA642,Gardening,East,625,389,300,477.38,21.48,0,0,18.67,Autumn,130.9741
2/1/2019,W004,PPE287,Pet Supplies,South,747,500,321,423.19,10.66,10,0,10.16,Autumn,132.4612
2/1/2019,W004,PHE351,Health & Beauty,East,440,332,197,366.55,5.41,10,0,4.7,Spring,132.7387
2/1/2019,W004,PST556,Stationery & Office Supplies,North,721,537,376,481.43,25.77,0,1,25.52,Winter,132.8652
2/1/2019,W004,PTO141,Toys & Games,Central,1334,112,322,239.38,45.09,10,0,41.61,Winter,130.9496
2/1/2019,W004,PSE218,Seasonal Products,East,1518,296,464,490.48,8.65,0,0,8.39,Autumn,135.7457
2/1/2019,W005,PHO986,Household Essentials,West,1237,723,644,829.86,46.9,0,0,46.41,Winter,133.3028
2/1/2019,W005,PHO449,Homeware,North,1299,652,700,725.82,29.36,0,1,29.75,Autumn,131.8405
2/1/2019,W005,PDI589,DIY & Decorating,South,576,357,302,338.83,6.86,10,0,6.83,Spring,130.4362
2/1/2019,W005,PGA962,Gardening,North,794,521,443,495.97,39.09,0,0,36.71,Summer,131.2352
2/1/2019,W005,PPE971,Pet Supplies,Central,828,649,380,715.64,20.33,20,0,21.22,Spring,131.4368
2/1/2019,W005,PHE555,Health & Beauty,North,441,282,262,246.31,23.49,0,1,22.98,Summer,132.9704
2/1/2019,W005,PST220,Stationery & Office Supplies,East,824,569,348,621.49,9.68,10,1,9.9,Autumn,130.6242
2/1/2019,W005,PTO467,Toys & Games,East,1786,169,364,424.28,5.02,10,1,5.14,Spring,133.404
2/1/2019,W005,PSE754,Seasonal Products,North,1455,168,299,460.22,21.23,10,0,18.5,Summer,132.3137
3/1/2019,W001,PHO833,Household Essentials,South,1224,931,719,1093.52,22.94,10,0,24.04,Autumn,136.5205
3/1/2019,W001,PHO945,Homeware,South,1294,860,773,785.28,18.59,0,0,19.16,Autumn,129.5633
3/1/2019,W001,PDI401,DIY & Decorating,North,758,461,348,471.4,21.44,10,1,21.81,Spring,135.7687
3/1/2019,W001,PGA131,Gardening,West,583,416,302,504.25,27.97,0,0,25.34,Winter,132.7237
3/1/2019,W001,PPE479,Pet Supplies,South,726,425,414,390.84,48.31,0,1,43.66,Autumn,133.1711
3/1/2019,W001,PHE493,Health & Beauty,North,882,686,429,748.3,49.66,0,0,46.28,Summer,135.574
3/1/2019,W001,PST494,Stationery & Office Supplies,South,755,570,386,497.38,8.88,0,0,8.74,Spring,137.1307
3/1/2019,W001,PTO659,Toys & Games,East,1935,195,263,234.34,21.42,0,0,19.36,Winter,132.8106
3/1/2019,W001,PSE388,Seasonal Products,East,1647,103,302,365.32,44.81,10,1,46.44,Winter,129.9477
3/1/2019,W002,PHO554,Household Essentials,East,1193,650,640,584.81,10.75,20,1,11.11,Summer,134.6133
3/1/2019,W002,PHO990,Homeware,West,1186,842,621,868.33,46.68,0,0,42.93,Winter,133.6165
3/1/2019,W002,PDI933,DIY & Decorating,South,701,400,349,365.94,24.21,10,0,23.49,Winter,132.9416
3/1/2019,W002,PGA477,Gardening,North,603,361,301,430.45,13.37,20,1,12.37,Summer,131.491
3/1/2019,W002,PPE196,Pet Supplies,West,711,513,376,491.71,18.14,20,1,17.86,Summer,131.1441
3/1/2019,W002,PHE231,Health & Beauty,West,738,420,368,317.91,33.11,10,1,32.5,Spring,132.2822
3/1/2019,W002,PST480,Stationery & Office Supplies,South,845,434,455,446.62,36.21,10,1,33.03,Winter,127.6532
3/1/2019,W002,PTO479,Toys & Games,North,1335,234,308,480.27,12.52,0,1,12.14,Winter,133.1277
3/1/2019,W002,PSE895,Seasonal Products,Central,1757,298,318,506.39,24.77,0,0,25.86,Summer,131.7439
3/1/2019,W003,PHO299,Household Essentials,East,1172,780,518,846.13,7.08,20,0,6.31,Summer,134.4415
3/1/2019,W003,PHO851,Homeware,East,1114,737,651,887.89,7.14,0,1,6.48,Winter,128.7215
